"iso3","gpi","Year","pop","area"
"NGA",3.72069282814614,2015,190671.878,"Sub-Saharan Africa"
"NIC",2.64093369418133,2015,6149.417,"Latin America and the Caribbean"
"NLD",1.44583897158322,2015,17107.433,"Europe and North America"
"NOR",1.28920838971583,2015,5189.771,"Europe and North America"
"NPL",2.30588633288227,2015,27823.629,"Central and Southern Asia"
"NZL",1.45825439783491,2015,4614.029,"Oceania"
"OMN",2.34969553450609,2015,4184.895,"Northern Africa and Western Asia"
"PAK",3.52878890392422,2015,217290.8825,"Central and Southern Asia"
"PAN",2.64265899864682,2015,3960.0345,"Latin America and the Caribbean"
"PER",2.55939377537212,2015,30457.6,"Latin America and the Caribbean"
"PHL",2.84499458728011,2015,105312.9915,"South-Eastern Asia"
"PNG",2.38043572395129,2015,8743.246,"Oceania"
"POL",1.6355548037889,2015,38266.314,"Europe and North America"
"PRK",3.12083897158322,2015,25575.35,"Eastern Asia"
"PRT",1.62723274695535,2015,10370.267,"Europe and North America"
"PRY",2.5096752368065,2015,6159.103,"Latin America and the Caribbean"
"QAT",1.46102841677943,2015,2427.3305,"Northern Africa and Western Asia"
"ROU",1.7712449255751,2015,19871.0195,"Europe and North America"
"RUS",3.42719621109608,2015,145307.6155,"Europe and North America"
"RWA",2.61251556156969,2015,11640.022,"Sub-Saharan Africa"
"SAU",2.14018944519621,2015,29974.938,"Northern Africa and Western Asia"
"SDN",3.55465899864682,2015,40024.4315,"Northern Africa and Western Asia"
"SEN",2.17292557510149,2015,14593.3305,"Sub-Saharan Africa"
"SGP",1.32926251691475,2015,5525.3395,"South-Eastern Asia"
"SLE",2.12807848443843,2015,7037.655,"Sub-Saharan Africa"
"SLV",3.0462449255751,2015,6183.6765,"Latin America and the Caribbean"
"SOM",3.38195805142084,2015,13806.9635,"Sub-Saharan Africa"
"SRB",2.06894451962111,2015,7177.253,"Europe and North America"
"SSD",3.67417185385656,2015,11107.5615,"Sub-Saharan Africa"
"SVK",1.67733423545332,2015,5420.278,"Europe and North America"
"SVN",1.32621786197564,2015,2059.947,"Europe and North America"
"SWE",1.24265899864682,2015,9799.4815,"Europe and North America"
"SWZ",2.62841677943166,2015,1142.8125,"Sub-Saharan Africa"
"SYR",3.30811907983762,2015,19424.618,"Northern Africa and Western Asia"
"TCD",2.7273098782138,2015,14647.621,"Sub-Saharan Africa"
"TGO",2.13876860622463,2015,7663.1955,"Sub-Saharan Africa"
"THA",3.10158728010825,2015,70540.7955,"South-Eastern Asia"
"TJK",2.48135317997294,2015,8643.84,"Central and Southern Asia"
"TKM",2.66759133964817,2015,6215.77,"Central and Southern Asia"
"TLS",2.21359945872801,2015,1205.1315,"South-Eastern Asia"
"TTO",2.80957374830853,2015,1429.1885,"Latin America and the Caribbean"
"TUN",2.45188768606225,2015,11402.264,"Northern Africa and Western Asia"
"TUR",2.99689580514208,2015,80014.226,"Northern Africa and Western Asia"
"TWN",1.82550744248985,2015,23529.254,"Eastern Asia"
"TZA",2.35696887686062,2015,52020.962,"Sub-Saharan Africa"
"UGA",2.56138971583221,2015,37531.4455,"Sub-Saharan Africa"
"UKR",2.97343437077131,2015,45784.896,"Europe and North America"
"URY",2.07943166441137,2015,3368.017,"Latin America and the Caribbean"
"USA",2.38818267929635,2015,326126.4965,"Europe and North America"
"UZB",2.49773342354533,2015,30749.3465,"Central and Southern Asia"
"VEN",3.26244248985115,2015,30573.972,"Latin America and the Caribbean"
"VNM",2.27422192151556,2015,92823.254,"South-Eastern Asia"
"YEM",3.24096752368065,2015,31159.379,"Northern Africa and Western Asia"
"ZAF",3.25301082543978,2015,56723.5365,"Sub-Saharan Africa"
"ZMB",2.20849120433018,2015,16399.0885,"Sub-Saharan Africa"
"ZWE",2.50213125845737,2015,14399.013,"Sub-Saharan Africa"
"AFG",3.70119215155616,2016,34700.612,"Central and Southern Asia"
"AGO",2.35669824086603,2016,29183.07,"Sub-Saharan Africa"
"ALB",2.20832205683356,2016,2897.8665,"Europe and North America"
"ARE",1.91721921515562,2016,9030.873,"Northern Africa and Western Asia"
"ARG",2.69489174560217,2016,43900.3135,"Latin America and the Caribbean"
"ARM",2.12281732070365,2016,2918.7925,"Northern Africa and Western Asia"
"AUS",1.57273342354533,2016,24329.963,"Oceania"
"AUT",1.32780784844384,2016,8737.9155,"Europe and North America"
"AZE",2.22365629228687,2016,9868.428,"Northern Africa and Western Asia"
"BDI",2.77474560216509,2016,11239.451,"Sub-Saharan Africa"
"BEL",1.69928958051421,2016,11332.7005,"Europe and North America"
"BEN",2.20683355886333,2016,11697.8415,"Sub-Saharan Africa"
"BFA",2.56505412719892,2016,19334.8555,"Sub-Saharan Africa"
"BGD",2.53268876860622,2016,160811.9325,"Central and Southern Asia"
"BGR",2.07016238159675,2016,7127.434,"Europe and North America"
"BHR",2.64755345060893,2016,1429.604,"Northern Africa and Western Asia"
"BIH",2.07012855209743,2016,3473.003,"Europe and North America"
"BLR",2.35930311231394,2016,9499.0635,"Europe and North America"
"BOL",2.18903924221922,2016,11180.0195,"Latin America and the Caribbean"
"BRA",3.12026928281461,2016,203218.1135,"Latin America and the Caribbean"
"BTN",1.5855548037889,2016,747.866,"Central and Southern Asia"
"BWA",2.19756427604871,2016,2234.7755,"Sub-Saharan Africa"
"CAF",3.70745196211096,2016,4713.6635,"Sub-Saharan Africa"
"CAN",1.35074424898512,2016,36353.343,"Europe and North America"
"CHE",1.23805818673884,2016,8374.901,"Europe and North America"
"CHL",1.95713802435724,2016,18267.2215,"Latin America and the Caribbean"
"CHN",2.46700541271989,2016,1404052.632,"Eastern Asia"
"CIV",2.67066847090663,2016,25989.4045,"Sub-Saharan Africa"
"CMR",2.7157198917456,2016,23454.1615,"Sub-Saharan Africa"
"COD",3.75497428958051,2016,83956.415,"Sub-Saharan Africa"
"COG",2.80994587280108,2016,5222.536,"Sub-Saharan Africa"
"COL",2.94243166441137,2016,47437.512,"Latin America and the Caribbean"
"CRI",2.13606224627876,2016,4866.9975,"Latin America and the Caribbean"
"CUB",2.48227334235453,2016,11265.612,"Latin America and the Caribbean"
"CYP",1.8004397834912,2016,1237.1125,"Northern Africa and Western Asia"
"CZE",1.52540595399188,2016,10531.948,"Europe and North America"
"DEU",1.67848443843031,2016,82760.1025,"Europe and North America"
"DJI",2.58327740189445,2016,1037.653,"Sub-Saharan Africa"
"DNK",1.33403247631935,2016,5728.201,"Europe and North America"
"DOM",2.57483085250338,2016,10551.4295,"Latin America and the Caribbean"
"DZA",2.38313396481732,2016,40850.721,"Northern Africa and Western Asia"
"ECU",2.34333558863329,2016,16505.1385,"Latin America and the Caribbean"
"EGY",3.01886197564276,2016,101644.589,"Northern Africa and Western Asia"
"ERI",3.10162381596752,2016,3124.698,"Sub-Saharan Africa"
"ESP",1.81018267929635,2016,46732.771,"Europe and North America"
"EST",1.73558863328823,2016,1315.849,"Europe and North America"
"ETH",2.75848443843031,2016,106718.162,"Sub-Saharan Africa"
"FIN",1.27679296346414,2016,5495.469,"Europe and North America"
"FRA",1.93057374830853,2016,65086.8555,"Europe and North America"
"GAB",2.34323410013532,2016,2100.306,"Sub-Saharan Africa"
"GBR",1.77740189445196,2016,65893.358,"Europe and North America"
"GEO",2.08142760487145,2016,3792.057,"Northern Africa and Western Asia"
"GHA",1.98481055480379,2016,29356.7415,"Sub-Saharan Africa"
"GIN",2.68575101488498,2016,12073.03,"Sub-Saharan Africa"
"GMB",2.57865358592693,2016,2283.7695,"Sub-Saharan Africa"
"GNB",2.45764546684709,2016,1831.8935,"Sub-Saharan Africa"
"GNQ",2.09316644113667,2016,1508.186,"Sub-Saharan Africa"
"GRC",2.10257104194858,2016,10775.504,"Europe and North America"
"GTM",2.81091610284168,2016,16268.76,"Latin America and the Caribbean"
"GUY",2.91194181326116,2016,763.548,"Latin America and the Caribbean"
"HND",2.89369688768606,2016,9412.38,"Latin America and the Caribbean"
"HRV",1.64492557510149,2016,4136.4435,"Europe and North America"
"HTI",2.50568335588633,2016,10671.457,"Latin America and the Caribbean"
"HUN",1.70341677943166,2016,9810.532,"Europe and North America"
"IDN",2.12121109607578,2016,264627.418,"South-Eastern Asia"
"IND",2.65719891745602,2016,1343944.296,"Central and Southern Asia"
"IRL",1.57736806495264,2016,4753.503,"Europe and North America"
"IRN",2.7081799729364,2016,83812.228,"Central and Southern Asia"
"IRQ",3.9306251691475,2016,38469.627,"Northern Africa and Western Asia"
"ISL",1.14695534506089,2016,335.5735,"Europe and North America"
"ISR",2.52005142083897,2016,8210.0055,"Northern Africa and Western Asia"
"ITA",2.04286197564276,2016,60478.1075,"Europe and North America"
"JAM",2.71238159675237,2016,2809.915,"Latin America and the Caribbean"
"JOR",2.19821244925575,2016,10006.3665,"Northern Africa and Western Asia"
"JPN",1.36464817320704,2016,127159.951,"Eastern Asia"
"KAZ",2.38481055480379,2016,18363.5995,"Central and Southern Asia"
"KEN",3.0228349120433,2016,48139.687,"Sub-Saharan Africa"
"KGZ",2.36085926928281,2016,6108.4615,"Central and Southern Asia"
"KHM",2.52546278755074,2016,15852.803,"South-Eastern Asia"
"KOR",1.66376860622463,2016,51297.839,"Eastern Asia"
"KWT",1.90930852503383,2016,4003.971,"Northern Africa and Western Asia"
"LAO",2.05947225981055,2016,6908.8025,"South-Eastern Asia"
"LBN",2.9124749661705,2016,6323.0595,"Northern Africa and Western Asia"
"LBR",2.23907307171854,2016,4755.608,"Sub-Saharan Africa"
"LBY",3.41724763193505,2016,6632.1255,"Northern Africa and Western Asia"
"LKA",2.22293640054127,2016,21910.7725,"Central and Southern Asia"
"LSO",2.35189445196211,2016,2130.422,"Sub-Saharan Africa"
"LTU",1.97493234100135,2016,2869.1095,"Europe and North America"
"LVA",1.77621786197564,2016,1959.863,"Europe and North America"
"MAR",2.33280378890392,2016,35023.4575,"Northern Africa and Western Asia"
"MDA",2.43991880920162,2016,3237.794,"Europe and North America"
"MDG",2.15483761840325,2016,26099.952,"Sub-Saharan Africa"
"MEX",3.25388092016238,2016,122251.3505,"Latin America and the Caribbean"
"MKD",2.28230717185386,2016,1961.2595,"Europe and North America"
"MLI",2.88282543978349,2016,19191.2895,"Sub-Saharan Africa"
"MMR",2.42636941813261,2016,51495.696,"South-Eastern Asia"
"MNE",2.27926251691475,2016,624.2485,"Europe and North America"
"MNG",2.19167794316644,2016,3040.812,"Eastern Asia"
"MOZ",2.3380852503383,2016,27337.1045,"Sub-Saharan Africa"
"MRT",2.36958728010825,2016,4086.6565,"Sub-Saharan Africa"
"MUS",1.95098105548038,2016,1291.8035,"Sub-Saharan Africa"
"MWI",2.0653247631935,2016,17557.739,"Sub-Saharan Africa"
"MYS",2.15151150202977,2016,31789.6855,"South-Eastern Asia"
"NAM",2.50497293640054,2016,2439.213,"Sub-Saharan Africa"
"NER",2.69569824086604,2016,20685.7535,"Sub-Saharan Africa"
"NGA",3.8330852503383,2016,195443.7,"Sub-Saharan Africa"
"NIC",2.43582543978349,2016,6232.6655,"Latin America and the Caribbean"
"NLD",1.52454939106901,2016,17204.693,"Europe and North America"
"NOR",1.25148849797023,2016,5235.983,"Europe and North America"
"NPL",2.48020974289581,2016,27955.462,"Central and Southern Asia"
"NZL",1.39411366711773,2016,4714.77,"Oceania"
"OMN",2.08068335588633,2016,4390.8775,"Northern Africa and Western Asia"
"PAK",3.43934370771313,2016,220138.8685,"Central and Southern Asia"
"PAN",2.45155615696888,2016,4029.0865,"Latin America and the Caribbean"
"PER",2.56414073071719,2016,30866.4935,"Latin America and the Caribbean"
"PHL",2.82713261163735,2016,106735.719,"South-Eastern Asia"
"PNG",2.54444113667118,2016,8961.7175,"Oceania"
"POL",1.65466847090663,2016,38263.265,"Europe and North America"
"PRK",3.12083897158322,2016,25698.3265,"Eastern Asia"
"PRT",1.50294316644114,2016,10346.372,"Europe and North America"
"PRY",2.51962110960758,2016,6249.126,"Latin America and the Caribbean"
"PSE",2.48257780784844,2016,4632.739,"Northern Africa and Western Asia"
"QAT",1.38349120433018,2016,2599.372,"Northern Africa and Western Asia"
"ROU",1.78024357239513,2016,19777.0505,"Europe and North America"
"RUS",3.37160081190798,2016,145778.677,"Europe and North America"
"RWA",2.56143301759134,2016,11919.183,"Sub-Saharan Africa"
"SAU",2.2854451962111,2016,30717.8085,"Northern Africa and Western Asia"
"SDN",3.4738849797023,2016,41259.892,"Northern Africa and Western Asia"
"SEN",2.25682273342355,2016,15034.5205,"Sub-Saharan Africa"
"SGP",1.3325101488498,2016,5577.9295,"South-Eastern Asia"
"SLE",1.9781799729364,2016,7205.3285,"Sub-Saharan Africa"
"SLV",2.94851150202977,2016,6200.7995,"Latin America and the Caribbean"
"SOM",3.47423951285521,2016,14348.74,"Sub-Saharan Africa"
"SRB",1.92016238159675,2016,7126.08300000001,"Europe and North America"
"SSD",3.75808795669824,2016,10830.102,"Sub-Saharan Africa"
"SVK",1.70226657645467,2016,5427.259,"Europe and North America"
"SVN",1.35395805142084,2016,2061.373,"Europe and North America"
"SWE",1.31109607577808,2016,9923.28,"Europe and North America"
"SWZ",2.48802435723951,2016,1149.5075,"Sub-Saharan Africa"
"SYR",3.30422868741543,2016,19193.8335,"Northern Africa and Western Asia"
"TCD",3.00220568335589,2016,15114.655,"Sub-Saharan Africa"
"TGO",2.26400541271989,2016,7858.28899999999,"Sub-Saharan Africa"
"THA",2.93109742895805,2016,70859.8415,"South-Eastern Asia"
"TJK",2.36304736129905,2016,8865.631,"Central and Southern Asia"
"TKM",2.67219215155616,2016,6360.041,"Central and Southern Asia"
"TLS",2.20828822733424,2016,1228.3115,"South-Eastern Asia"
"TTO",2.82672530446549,2016,1437.026,"Latin America and the Caribbean"
"TUN",2.29049661705007,2016,11528.6735,"Northern Africa and Western Asia"
"TUR",3.04003788903924,2016,81652.0885,"Northern Africa and Western Asia"
"TWN",1.82063599458728,2016,23586.1425,"Eastern Asia"
"TZA",2.35950608930988,2016,53824.013,"Sub-Saharan Africa"
"UGA",2.64678619756428,2016,38799.152,"Sub-Saharan Africa"
"UKR",3.02074830852503,2016,45616.832,"Europe and North America"
"URY",2.13332205683356,2016,3379.283,"Latin America and the Caribbean"
"USA",2.29763734776725,2016,329179.4265,"Europe and North America"
"UZB",2.50659675236807,2016,31284.568,"Central and Southern Asia"
"VEN",3.29416373477673,2016,30765.7205,"Latin America and the Caribbean"
"VNM",2.15084573748309,2016,94000.1165,"South-Eastern Asia"
"YEM",3.54020433017591,2016,32109.01,"Northern Africa and Western Asia"
"ZAF",3.13156292286874,2016,57259.551,"Sub-Saharan Africa"
"ZMB",2.24854533152909,2016,16914.423,"Sub-Saharan Africa"
"ZWE",2.53129228687415,2016,14600.294,"Sub-Saharan Africa"
"AFG",3.81194857916103,2017,35688.9345,"Central and Southern Asia"
"AGO",2.36365629228687,2017,30234.839,"Sub-Saharan Africa"
"ALB",2.21789580514208,2017,2898.2425,"Europe and North America"
"ARE",1.96194181326116,2017,9234.327,"Northern Africa and Western Asia"
"ARG",2.60165764546685,2017,44288.894,"Latin America and the Caribbean"
"ARM",2.10007307171854,2017,2914.9635,"Northern Africa and Western Asia"
"AUS",1.61491880920162,2017,24731.0385,"Oceania"
"AUT",1.49888362652233,2017,8798.7775,"Europe and North America"
"AZE",2.27098376184032,2017,9968.5095,"Northern Africa and Western Asia"
"BDI",2.86651420838972,2017,11506.762,"Sub-Saharan Africa"
"BEL",1.87445060893099,2017,11376.5805,"Europe and North America"
"BEN",2.37584573748309,2017,12039.78,"Sub-Saharan Africa"
"BFA",2.62546278755074,2017,19894.407,"Sub-Saharan Africa"
"BGD",2.49687280108254,2017,162186.1465,"Central and Southern Asia"
"BGR",2.01559539918809,2017,7075.6355,"Europe and North America"
"BHR",2.56972259810555,2017,1481.995,"Northern Africa and Western Asia"
"BIH",2.02320703653586,2017,3428.6825,"Europe and North America"
"BLR",2.24489174560216,2017,9495.7895,"Europe and North America"
"BOL",2.21776048714479,2017,11344.5875,"Latin America and the Caribbean"
"BRA",3.18691339648173,2017,204703.445,"Latin America and the Caribbean"
"BTN",1.64905277401894,2017,754.3345,"Central and Southern Asia"
"BWA",2.26813261163735,2017,2266.747,"Sub-Saharan Africa"
"CAF",3.50753585926928,2017,4793.5105,"Sub-Saharan Africa"
"CAN",1.44597428958051,2017,36808.4965,"Europe and North America"
"CHE",1.24912043301759,2017,8453.62799999999,"Europe and North America"
"CHL",1.98064952638701,2017,18558.8675,"Latin America and the Caribbean"
"CHN",2.47231664411367,2017,1412354.727,"Eastern Asia"
"CIV",2.72171177266576,2017,26733.3715,"Sub-Saharan Africa"
"CMR",2.79951826792963,2017,24128.601,"Sub-Saharan Africa"
"COD",3.72709066305819,2017,87083.3980000001,"Sub-Saharan Africa"
"COG",2.83936671177267,2017,5351.011,"Sub-Saharan Africa"
"COL",3.12155886332882,2017,48131.078,"Latin America and the Caribbean"
"CRI",2.04810554803789,2017,4913.177,"Latin America and the Caribbean"
"CUB",2.51346414073072,2017,11247.829,"Latin America and the Caribbean"
"CYP",1.82743572395129,2017,1254.2755,"Northern Africa and Western Asia"
"CZE",1.60588633288227,2017,10541.3415,"Europe and North America"
"DEU",1.74056698240866,2017,83104.007,"Europe and North America"
"DJI",2.43693098782138,2017,1054.8405,"Sub-Saharan Africa"
"DNK",1.29455345060893,2017,5765.168,"Europe and North America"
"DOM",2.57019621109608,2017,10666.843,"Latin America and the Caribbean"
"DZA",2.32235317997294,2017,41689.299,"Northern Africa and Western Asia"
"ECU",2.26048714479026,2017,16759.5195,"Latin America and the Caribbean"
"EGY",2.81798782138024,2017,103696.0575,"Northern Africa and Western Asia"
"ERI",3.17319621109608,2017,3150.347,"Sub-Saharan Africa"
"ESP",1.8080852503383,2017,46868.5955,"Europe and North America"
"EST",1.73572395128552,2017,1317.4245,"Europe and North America"
"ETH",2.79620027063599,2017,109666.481,"Sub-Saharan Africa"
"FIN",1.27753721244926,2017,5508.396,"Europe and North America"
"FRA",2.11559269282815,2017,65284.776,"Europe and North America"
"GAB",2.39370771312585,2017,2156.9,"Sub-Saharan Africa"
"GBR",1.790899864682,2017,66354.471,"Europe and North America"
"GEO",2.12784167794317,2017,3792.859,"Northern Africa and Western Asia"
"GHA",2.09604194857916,2017,30008.354,"Sub-Saharan Africa"
"GIN",2.41582138024357,2017,12385.659,"Sub-Saharan Africa"
"GMB",2.62249661705007,2017,2342.189,"Sub-Saharan Africa"
"GNB",2.57016238159675,2017,1877.0715,"Sub-Saharan Africa"
"GNQ",2.15527740189445,2017,1562.3955,"Sub-Saharan Africa"
"GRC",1.92645466847091,2017,10753.5335,"Europe and North America"
"GTM",2.76958728010825,2017,16567.357,"Latin America and the Caribbean"
"GUY",2.75267253044655,2017,768.4785,"Latin America and the Caribbean"
"HND",2.82654533152909,2017,9588.1365,"Latin America and the Caribbean"
"HRV",1.58893775372125,2017,4079.2,"Europe and North America"
"HTI",2.42530446549391,2017,10817.754,"Latin America and the Caribbean"
"HUN",1.89096752368065,2017,9785.6045,"Europe and North America"
"IDN",2.19847767253045,2017,267346.658,"South-Eastern Asia"
"IND",2.56940730717185,2017,1359657.4,"Central and Southern Asia"
"IRL",1.52090663058187,2017,4810.2605,"Europe and North America"
"IRN",2.67312178619756,2017,85026.754,"Central and Southern Asia"
"IRQ",4.12114343707713,2017,39337.3535,"Northern Africa and Western Asia"
"ISL",1.26752368064953,2017,343.5315,"Europe and North America"
"ISR",2.39847902571042,2017,8361.7965,"Northern Africa and Western Asia"
"ITA",2.01542625169147,2017,60390.318,"Europe and North America"
"JAM",2.71207713125846,2017,2815.7635,"Latin America and the Caribbean"
"JOR",2.19411231393775,2017,10234.226,"Northern Africa and Western Asia"
"JPN",1.23968200270636,2017,127064.69,"Eastern Asia"
"KAZ",2.34228687415426,2017,18651.931,"Central and Southern Asia"
"KEN",2.88264682002706,2017,49197.7655,"Sub-Saharan Africa"
"KGZ",2.29922192151556,2017,6220.1495,"Central and Southern Asia"
"KHM",2.37351150202977,2017,16073.3725,"South-Eastern Asia"
"KOR",1.65906630581867,2017,51486.2705,"Eastern Asia"
"KWT",1.96604059539919,2017,4154.6845,"Northern Africa and Western Asia"
"LAO",2.14803788903924,2017,7018.147,"South-Eastern Asia"
"LBN",2.83905412719892,2017,6160.128,"Northern Africa and Western Asia"
"LBR",2.31985791610284,2017,4848.9245,"Sub-Saharan Africa"
"LBY",3.58414208389716,2017,6738.7695,"Northern Africa and Western Asia"
"LKA",1.98826116373478,2017,22087.522,"Central and Southern Asia"
"LSO",2.53058186738836,2017,2157.1105,"Sub-Saharan Africa"
"LTU",1.91576454668471,2017,2829.3125,"Europe and North America"
"LVA",1.77374830852503,2017,1942.594,"Europe and North America"
"MAR",2.24401217861976,2017,35446.392,"Northern Africa and Western Asia"
"MDA",2.4520297699594,2017,3193.4975,"Europe and North America"
"MDG",2.17506765899865,2017,26788.3745,"Sub-Saharan Africa"
"MEX",3.36435182679296,2017,123400.0575,"Latin America and the Caribbean"
"MKD",2.37009472259811,2017,1940.8785,"Europe and North America"
"MLI",3.17928552097429,2017,19813.0105,"Sub-Saharan Africa"
"MMR",2.31207036535859,2017,51894.938,"South-Eastern Asia"
"MNE",2.38122462787551,2017,620.1135,"Europe and North America"
"MNG",2.18508119079838,2017,3104.364,"Eastern Asia"
"MOZ",2.31923139377537,2017,28166.3935,"Sub-Saharan Africa"
"MRT",2.48907307171854,2017,4210.5995,"Sub-Saharan Africa"
"MUS",1.97269959404601,2017,1290.655,"Sub-Saharan Africa"
"MWI",2.0367050067659,2017,18039.715,"Sub-Saharan Africa"
"MYS",2.24082138024357,2017,32355.6445,"South-Eastern Asia"
"NAM",2.38061569688769,2017,2506.853,"Sub-Saharan Africa"
"NER",2.81284438430311,2017,21435.4465,"Sub-Saharan Africa"
"NGA",3.70108254397835,2017,200254.5785,"Sub-Saharan Africa"
"NIC",2.60879566982409,2017,6316.2315,"Latin America and the Caribbean"
"NLD",1.52590257104195,2017,17315.37,"Europe and North America"
"NOR",1.17415426251692,2017,5276.8025,"Europe and North America"
"NPL",2.45280784844384,2017,28011.258,"Central and Southern Asia"
"NZL",1.45734100135318,2017,4812.7515,"Oceania"
"OMN",1.89171177266576,2017,4537.3965,"Northern Africa and Western Asia"
"PAK",3.21187415426252,2017,223273.9675,"Central and Southern Asia"
"PAN",2.39857916102842,2017,4098.707,"Latin America and the Caribbean"
"PER",2.49384303112314,2017,31324.6365,"Latin America and the Caribbean"
"PHL",2.97450338294993,2017,108119.6935,"South-Eastern Asia"
"PNG",2.42745872801083,2017,9178.714,"Oceania"
"POL",1.86813261163735,2017,38254.9585,"Europe and North America"
"PRK",3.12110960757781,2017,25817.7085,"Eastern Asia"
"PRT",1.4277401894452,2017,10330.844,"Europe and North America"
"PRY",2.48267929634641,2017,6338.6605,"Latin America and the Caribbean"
"PSE",2.80856427604872,2017,4742.7425,"Northern Africa and Western Asia"
"QAT",1.4335250338295,2017,2706.7095,"Northern Africa and Western Asia"
"ROU",1.76769282814614,2017,19689.4015,"Europe and North America"
"RUS",3.19864682002706,2017,146186.799,"Europe and North America"
"RWA",2.3461799729364,2017,12202.0605,"Sub-Saharan Africa"
"SAU",2.4382449255751,2017,30782.402,"Northern Africa and Western Asia"
"SDN",3.47110825439784,2017,42714.3065,"Northern Africa and Western Asia"
"SEN",2.17902571041949,2017,15475.0015,"Sub-Saharan Africa"
"SGP",1.35128552097429,2017,5604.0785,"South-Eastern Asia"
"SLE",2.05774695534506,2017,7379.299,"Sub-Saharan Africa"
"SLV",2.99935723951286,2017,6213.5335,"Latin America and the Caribbean"
"SOM",3.36691610284168,2017,14916.6295,"Sub-Saharan Africa"
"SRB",1.88531799729364,2017,7073.5065,"Europe and North America"
"SSD",3.63174154262517,2017,10259.1535,"Sub-Saharan Africa"
"SVK",1.85666441136671,2017,5435.7005,"Europe and North America"
"SVN",1.34394451962111,2017,2062.41,"Europe and North America"
"SWE",1.3712449255751,2017,10057.8615,"Europe and North America"
"SWZ",2.41620433017591,2017,1158.1945,"Sub-Saharan Africa"
"SYR",3.31850473612991,2017,19224.668,"Northern Africa and Western Asia"
"TCD",2.95638700947226,2017,15622.759,"Sub-Saharan Africa"
"TGO",2.20608930987821,2017,8057.1395,"Sub-Saharan Africa"
"THA",2.99991339648173,2017,71160.187,"South-Eastern Asia"
"TJK",2.3510148849797,2017,9085.946,"Central and Southern Asia"
"TKM",2.62503382949932,2017,6507.061,"Central and Southern Asia"
"TLS",2.30209742895805,2017,1251.703,"South-Eastern Asia"
"TTO",2.83048037889039,2017,1445.2605,"Latin America and the Caribbean"
"TUN",2.31761705006766,2017,11650.4985,"Northern Africa and Western Asia"
"TUR",3.10016102841678,2017,83083.662,"Northern Africa and Western Asia"
"TWN",1.85608930987821,2017,23632.948,"Eastern Asia"
"TZA",2.26464817320704,2017,55652.89,"Sub-Saharan Africa"
"UGA",2.68794587280108,2017,40177.388,"Sub-Saharan Africa"
"UKR",3.0473951285521,2017,45436.0415,"Europe and North America"
"URY",2.14397834912043,2017,3388.4375,"Latin America and the Caribbean"
"USA",2.30633152909337,2017,332204.6595,"Europe and North America"
"UZB",2.41769282814614,2017,31819.1775,"Central and Southern Asia"
"VEN",3.35930852503383,2017,30565.3235,"Latin America and the Caribbean"
"VNM",2.16667794316644,2017,95176.977,"South-Eastern Asia"
"YEM",3.42943301759134,2017,33090.9215,"Northern Africa and Western Asia"
"ZAF",3.16870771312585,2017,57635.162,"Sub-Saharan Africa"
"ZMB",2.18115696887686,2017,17441.3195,"Sub-Saharan Africa"
"ZWE",2.52469553450609,2017,14812.482,"Sub-Saharan Africa"
"AFG",4.01931799729364,2018,36743.039,"Central and Southern Asia"
"AGO",2.2768200270636,2018,31297.155,"Sub-Saharan Africa"
"ALB",2.19035859269283,2018,2894.231,"Europe and North America"
"ARE",1.86694857916103,2018,9346.87,"Northern Africa and Western Asia"
"ARG",2.62946549391069,2018,44654.8815,"Latin America and the Caribbean"
"ARM",2.13844654939107,2018,2909.9645,"Northern Africa and Western Asia"
"AUS",1.60199594046008,2018,25119.7055,"Oceania"
"AUT",1.37730040595399,2018,8841.65049999999,"Europe and North America"
"AZE",2.17646414073072,2018,10039.7845,"Northern Africa and Western Asia"
"BDI",2.99331123139378,2018,11859.446,"Sub-Saharan Africa"
"BEL",1.85219079837618,2018,11428.605,"Europe and North America"
"BEN",2.29972936400541,2018,12383.3475,"Sub-Saharan Africa"
"BFA",2.58102029769959,2018,20438.288,"Sub-Saharan Africa"
"BGD",2.40709878213802,2018,163523.1035,"Central and Southern Asia"
"BGR",2.01417456021651,2018,7024.7455,"Europe and North America"
"BHR",2.63081867388363,2018,1497.6255,"Northern Africa and Western Asia"
"BIH",2.05554803788904,2018,3387,"Europe and North America"
"BLR",2.36156968876861,2018,9480.031,"Europe and North America"
"BOL",2.29891745602165,2018,11508.368,"Latin America and the Caribbean"
"BRA",3.11605412719892,2018,206107.2605,"Latin America and the Caribbean"
"BTN",1.48619756427605,2018,759.759,"Central and Southern Asia"
"BWA",2.37266576454668,2018,2299.141,"Sub-Saharan Africa"
"CAF",3.57340324763194,2018,4878.657,"Sub-Saharan Africa"
"CAN",1.53870094722598,2018,37295.005,"Europe and North America"
"CHE",1.31742219215156,2018,8516.3445,"Europe and North America"
"CHL",2.06809878213802,2018,18893.191,"Latin America and the Caribbean"
"CHN",2.33544248985115,2018,1419008.956,"Eastern Asia"
"CIV",2.71254397834912,2018,27464.1725,"Sub-Saharan Africa"
"CMR",2.95165899864682,2018,24806.383,"Sub-Saharan Africa"
"COD",3.78063058186739,2018,90047.6435,"Sub-Saharan Africa"
"COG",2.76325033829499,2018,5483.118,"Sub-Saharan Africa"
"COL",3.05490392422192,2018,49024.4655,"Latin America and the Caribbean"
"CRI",2.15964140730717,2018,4957.818,"Latin America and the Caribbean"
